Home,Away,Outcome,Odd_1,Odd_X,Odd_2,anno
Parma,Bologna,2,3.05,3.19,2.43,2020
Milan,Crotone,1,1.2,6.64,13.68,2020
Udinese,Verona,1,2.67,2.98,2.91,2020
Benevento,Sampdoria,X,2.87,3.31,2.5,2020
Genoa,Napoli,1,4.59,3.55,1.82,2020
Juventus,Roma,1,1.65,4.04,5.09,2020
Atalanta,Torino,X,1.44,4.64,6.81,2020
Sassuolo,Spezia,2,1.8,3.66,4.45,2020
Fiorentina,Inter,2,7.0,4.31,1.48,2020
Roma,Verona,1,1.64,3.97,5.19,2020
Napoli,Parma,1,1.32,5.33,9.4,2020
Atalanta,Lazio,2,1.93,3.7,3.8,2020
Cagliari,Sassuolo,X,2.75,3.53,2.47,2020
Crotone,Genoa,2,2.76,3.13,2.71,2020
Spezia,Udinese,2,3.95,3.39,1.98,2020
Inter,Benevento,1,1.19,7.37,12.38,2020
Sampdoria,Juventus,2,7.18,4.61,1.43,2020
Bologna,Milan,2,3.74,3.73,1.94,2020
Torino,Fiorentina,X,2.75,3.15,2.69,2020
Parma,Sampdoria,2,3.1,3.34,2.32,2020
Lazio,Sassuolo,1,1.65,3.99,5.08,2020
Genoa,Cagliari,1,2.39,3.34,2.98,2020
Verona,Napoli,1,4.11,3.51,1.9,2020
Juventus,Bologna,1,1.37,5.01,8.01,2020
Fiorentina,Crotone,1,1.65,3.82,5.41,2020
Milan,Atalanta,2,3.25,3.53,2.18,2020
Udinese,Inter,X,5.68,3.83,1.63,2020
Roma,Spezia,1,1.46,4.76,6.37,2020
Benevento,Torino,X,3.05,3.22,2.42,2020
Udinese,Atalanta,X,3.79,3.51,1.99,2020
Cagliari,Milan,2,5.44,3.96,1.62,2020
Inter,Juventus,1,2.39,3.33,3.02,2020
Atalanta,Genoa,X,1.2,6.97,13.66,2020
Crotone,Benevento,1,2.64,3.31,2.69,2020
Sassuolo,Parma,X,1.73,3.9,4.6,2020
Napoli,Fiorentina,1,1.6,4.0,5.64,2020
Sampdoria,Udinese,1,2.92,3.22,2.51,2020
Torino,Spezia,X,1.99,3.35,3.96,2020
Bologna,Verona,1,2.25,3.28,3.29,2020
Lazio,Roma,1,2.94,3.42,2.39,2020
Spezia,Sampdoria,1,3.23,3.36,2.23,2020
Juventus,Sassuolo,1,1.37,5.23,7.83,2020
Fiorentina,Cagliari,1,1.76,3.64,4.79,2020
Parma,Lazio,2,5.04,3.94,1.66,2020
Udinese,Napoli,2,4.16,3.37,1.94,2020
Verona,Crotone,1,1.79,3.61,4.59,2020
Roma,Inter,X,2.83,3.53,2.43,2020
Milan,Torino,1,1.64,3.84,5.44,2020
Genoa,Bologna,1,2.91,3.28,2.47,2020
Benevento,Atalanta,2,7.56,4.95,1.39,2020
Milan,Juventus,2,3.44,3.34,2.18,2020
Napoli,Spezia,2,1.28,5.91,9.65,2020
Atalanta,Parma,1,1.23,6.69,11.21,2020
Bologna,Udinese,X,2.77,3.14,2.67,2020
Crotone,Roma,2,5.82,4.2,1.55,2020
Lazio,Fiorentina,1,1.82,3.56,4.5,2020
Sampdoria,Inter,1,6.61,4.43,1.48,2020
Sassuolo,Genoa,1,1.73,3.81,4.7,2020
Torino,Verona,X,2.47,3.09,3.11,2020
Cagliari,Benevento,2,2.67,3.46,2.58,2020
Juventus,Udinese,1,1.45,4.36,7.4,2020
Benevento,Milan,2,4.85,3.91,1.69,2020
Roma,Sampdoria,1,1.6,4.28,5.21,2020
Atalanta,Sassuolo,1,1.53,4.49,5.69,2020
Cagliari,Napoli,2,6.58,4.45,1.47,2020
Fiorentina,Bologna,X,2.36,3.31,3.07,2020
Genoa,Lazio,X,5.43,3.89,1.64,2020
Parma,Torino,2,3.14,3.16,2.39,2020
Spezia,Verona,2,3.34,3.36,2.19,2020
Inter,Crotone,1,1.17,7.66,14.97,2020
Milan,Lazio,1,2.11,3.54,3.38,2020
Roma,Cagliari,1,1.41,4.96,7.18,2020
Bologna,Atalanta,X,5.46,4.51,1.55,2020
Napoli,Torino,X,1.48,4.48,6.48,2020
Sampdoria,Sassuolo,2,2.68,3.4,2.6,2020
Spezia,Genoa,2,2.15,3.29,3.56,2020
Udinese,Benevento,2,1.73,3.53,5.23,2020
Verona,Inter,2,6.37,4.03,1.55,2020
Juventus,Fiorentina,2,1.35,5.18,8.24,2020
Crotone,Parma,1,2.73,3.27,2.62,2020
Lazio,Napoli,1,3.45,3.39,2.15,2020
Atalanta,Roma,1,2.33,3.52,2.95,2020
Benevento,Genoa,1,1.99,3.5,3.79,2020
Cagliari,Udinese,X,3.43,3.33,2.16,2020
Inter,Spezia,1,1.2,6.91,13.5,2020
Sassuolo,Milan,2,3.91,3.93,1.83,2020
Torino,Bologna,X,2.53,3.41,2.74,2020
Parma,Juventus,2,8.5,5.08,1.36,2020
Sampdoria,Crotone,1,1.9,3.51,4.18,2020
Fiorentina,Verona,X,2.38,3.2,3.13,2020
Roma,Torino,1,1.3,5.91,9.0,2020
Fiorentina,Sassuolo,X,2.4,3.44,2.91,2020
Genoa,Milan,X,6.24,4.34,1.52,2020
Inter,Napoli,1,2.22,3.26,3.4,2020
Parma,Cagliari,X,2.39,3.42,2.95,2020
Spezia,Bologna,X,2.9,3.42,2.42,2020
Verona,Sampdoria,2,2.17,3.39,3.37,2020
Juventus,Atalanta,X,1.82,3.78,4.18,2020
Benevento,Lazio,X,4.26,3.73,1.81,2020
Udinese,Crotone,X,1.67,3.73,5.35,2020
Milan,Parma,X,1.31,5.36,9.35,2020
Genoa,Juventus,2,10.82,5.44,1.29,2020
Atalanta,Fiorentina,1,1.6,4.05,5.63,2020
Bologna,Roma,2,3.86,4.05,1.83,2020
Napoli,Sampdoria,1,1.38,5.07,7.88,2020
Cagliari,Inter,2,8.27,5.23,1.35,2020
Lazio,Verona,2,1.74,3.7,4.82,2020
Torino,Udinese,2,2.75,3.14,2.71,2020
Crotone,Spezia,1,2.49,3.3,2.86,2020
Sassuolo,Benevento,1,1.7,4.07,4.56,2020
Fiorentina,Genoa,X,1.65,3.86,5.35,2020
Sampdoria,Milan,2,4.38,3.89,1.77,2020
Crotone,Napoli,2,7.56,4.86,1.4,2020
Roma,Sassuolo,X,1.62,4.45,4.72,2020
Parma,Benevento,X,2.27,3.5,3.06,2020
Verona,Cagliari,X,1.77,3.8,4.47,2020
Inter,Bologna,1,1.45,4.71,6.55,2020
Juventus,Torino,1,1.33,5.38,8.98,2020
Spezia,Lazio,2,5.21,3.94,1.65,2020
Genoa,Parma,2,2.41,3.2,3.07,2020
Torino,Sampdoria,X,2.66,3.21,2.74,2020
Napoli,Roma,1,2.0,3.66,3.61,2020
Cagliari,Spezia,X,2.23,3.36,3.26,2020
Milan,Fiorentina,1,1.66,3.83,5.25,2020
Bologna,Crotone,1,1.61,4.18,5.14,2020
Lazio,Udinese,2,1.72,3.71,5.03,2020
Atalanta,Verona,2,1.42,4.95,6.86,2020
Benevento,Juventus,X,7.83,4.9,1.39,2020
Sassuolo,Inter,2,4.36,4.23,1.71,2020
Napoli,Milan,2,2.11,3.42,3.51,2020
Udinese,Genoa,1,1.83,3.6,4.42,2020
Roma,Parma,1,1.4,5.11,6.93,2020
Inter,Torino,1,1.28,6.08,9.31,2020
Sampdoria,Bologna,2,2.58,3.4,2.7,2020
Verona,Sassuolo,2,3.51,3.84,1.97,2020
Fiorentina,Benevento,2,1.47,4.64,6.48,2020
Juventus,Cagliari,1,1.24,6.26,11.4,2020
Spezia,Atalanta,X,7.83,5.51,1.35,2020
Crotone,Lazio,2,4.95,3.95,1.67,2020
Milan,Verona,X,1.33,5.39,8.9,2020
Bologna,Napoli,2,4.75,4.13,1.67,2020
Atalanta,Inter,X,2.83,3.75,2.32,2020
Genoa,Roma,2,5.34,4.4,1.57,2020
Torino,Crotone,X,1.84,3.81,4.03,2020
Lazio,Juventus,X,3.85,3.71,1.91,2020
Parma,Fiorentina,X,3.47,3.54,2.08,2020
Benevento,Spezia,2,2.1,3.57,3.37,2020
Cagliari,Sampdoria,1,2.8,3.42,2.48,2020
Sassuolo,Udinese,X,2.29,3.63,2.97,2020
Genoa,Torino,2,2.7,3.23,2.69,2020
Verona,Benevento,1,2.21,3.56,3.15,2020
Sampdoria,Genoa,X,1.89,3.56,4.13,2020
Roma,Fiorentina,1,1.72,4.14,4.39,2020
Napoli,Sassuolo,2,1.4,5.03,7.26,2020
Spezia,Juventus,2,7.71,4.76,1.4,2020
Torino,Lazio,2,2.96,3.51,2.32,2020
Udinese,Milan,2,4.16,3.53,1.89,2020
Bologna,Cagliari,1,1.86,3.94,3.8,2020
Inter,Parma,X,1.3,5.64,9.48,2020
Crotone,Atalanta,2,5.5,4.47,1.54,2020
Milan,Roma,X,2.22,3.62,3.12,2020
Juventus,Verona,X,1.37,4.81,8.28,2020
Fiorentina,Udinese,1,1.94,3.55,3.93,2020
Benevento,Napoli,2,10.53,5.91,1.27,2020
Parma,Spezia,X,1.94,3.59,3.82,2020
Cagliari,Crotone,1,2.19,3.45,3.25,2020
Lazio,Bologna,1,1.64,4.27,4.75,2020
Genoa,Inter,2,8.35,5.33,1.34,2020
Atalanta,Sampdoria,2,1.55,4.53,5.33,2020
Sassuolo,Torino,X,1.67,4.32,4.56,2020
Verona,Genoa,X,2.22,3.44,3.17,2020
Roma,Benevento,1,1.35,5.16,8.35,2020
Udinese,Parma,1,1.96,3.44,4.0,2020
Spezia,Fiorentina,X,6.54,4.41,1.49,2020
Torino,Cagliari,2,2.17,3.44,3.35,2020
Bologna,Sassuolo,2,2.48,3.52,2.74,2020
Crotone,Juventus,X,6.49,4.0,1.53,2020
Inter,Milan,2,2.12,3.51,3.4,2020
Sampdoria,Lazio,1,3.49,3.59,2.05,2020
Napoli,Atalanta,1,2.3,3.61,2.95,2020
Milan,Spezia,1,1.37,4.83,8.9,2020
Benevento,Bologna,1,2.96,3.51,2.33,2020
Lazio,Inter,X,3.0,3.67,2.26,2020
Parma,Verona,1,2.34,3.22,3.18,2020
Atalanta,Cagliari,1,1.27,6.18,9.73,2020
Udinese,Roma,2,4.14,3.64,1.87,2020
Sassuolo,Crotone,1,1.48,4.61,6.16,2020
Fiorentina,Sampdoria,2,1.71,3.94,4.74,2020
Lazio,Atalanta,2,2.62,3.65,2.55,2020
Benevento,Inter,2,8.76,5.41,1.33,2020
Udinese,Spezia,2,1.79,3.49,4.82,2020
Bologna,Parma,1,1.93,3.67,3.8,2020
Roma,Juventus,X,3.31,3.49,2.16,2020
Crotone,Milan,2,5.47,4.09,1.61,2020
Napoli,Genoa,1,1.23,6.25,12.77,2020
Verona,Udinese,1,2.57,3.05,3.0,2020
Spezia,Sassuolo,2,4.49,3.74,1.78,2020
Inter,Fiorentina,1,1.53,4.31,6.04,2020
Cagliari,Lazio,2,5.67,4.22,1.57,2020
Sampdoria,Benevento,2,1.74,3.76,4.74,2020
Torino,Atalanta,2,4.97,4.22,1.63,2020
Milan,Bologna,1,1.48,4.59,6.41,2020
Juventus,Sampdoria,1,1.42,4.5,7.88,2020
Sassuolo,Cagliari,X,1.69,4.11,4.56,2020
Genoa,Crotone,1,2.39,3.26,3.05,2020
Parma,Napoli,2,6.59,4.53,1.47,2020
Fiorentina,Torino,1,1.85,3.74,4.12,2020
Roma,Parma,1,1.15,9.0,14.0,2018
Atalanta,Sassuolo,1,1.25,6.25,10.5,2018
Cagliari,Udinese,2,1.87,3.78,3.95,2018
Fiorentina,Genoa,X,2.23,2.58,3.63,2018
Inter,Empoli,1,1.28,6.15,9.5,2018
Spal,Milan,2,5.13,4.27,1.59,2018
Sampdoria,Juventus,1,3.0,3.5,2.3,2018
Torino,Lazio,1,2.25,3.55,3.05,2018
Bologna,Napoli,1,3.05,3.75,2.2,2018
Frosinone,Chievo,X,2.0,3.73,3.5,2018
Lazio,Bologna,X,2.47,2.86,3.38,2018
Juventus,Atalanta,X,2.23,3.17,3.48,2018
Napoli,Inter,1,2.43,3.25,2.98,2018
Milan,Frosinone,1,1.16,7.83,16.33,2018
Empoli,Torino,1,3.05,3.68,2.21,2018
Parma,Fiorentina,1,3.62,3.12,2.19,2018
Chievo,Sampdoria,X,3.8,3.93,1.86,2018
Sassuolo,Roma,X,4.9,4.38,1.62,2018
Genoa,Cagliari,X,1.54,3.95,6.58,2018
Udinese,Spal,1,1.57,4.0,6.17,2018
Inter,Chievo,1,1.12,8.25,22.0,2018
Bologna,Parma,1,1.69,3.25,6.5,2018
Roma,Juventus,1,2.65,3.45,2.62,2018
Spal,Napoli,2,5.13,4.1,1.64,2018
Frosinone,Udinese,2,3.68,3.35,2.1,2018
Sampdoria,Empoli,2,2.18,3.8,3.05,2018
Torino,Sassuolo,1,1.54,4.2,6.25,2018
Fiorentina,Milan,2,2.9,3.35,2.43,2018
Cagliari,Lazio,2,4.25,3.8,1.8,2018
Atalanta,Genoa,1,1.59,3.8,6.5,2018
Milan,Bologna,1,1.82,3.4,4.92,2018
Napoli,Cagliari,1,1.21,7.0,11.83,2018
Genoa,Roma,X,3.27,3.35,2.26,2018
Lazio,Atalanta,2,2.39,3.55,2.87,2018
Parma,Sampdoria,X,3.03,3.25,2.42,2018
Sassuolo,Frosinone,X,1.61,4.0,5.48,2018
Empoli,Fiorentina,1,2.46,3.63,2.71,2018
Udinese,Inter,X,5.2,3.9,1.66,2018
Chievo,Spal,2,3.5,3.1,2.25,2018
Juventus,Torino,X,1.6,3.82,6.1,2018
Fiorentina,Sassuolo,2,1.59,4.1,5.63,2018
Atalanta,Udinese,1,1.37,4.72,8.67,2018
Torino,Milan,1,2.76,3.03,2.78,2018
Sampdoria,Lazio,2,3.05,3.43,2.31,2018
Chievo,Parma,X,2.95,3.17,2.54,2018
Spal,Genoa,X,3.05,2.73,2.66,2018
Frosinone,Napoli,2,10.67,5.18,1.3,2018
Inter,Juventus,X,2.67,3.2,2.73,2018
Roma,Cagliari,1,1.36,4.9,8.83,2018
Bologna,Empoli,1,1.71,3.72,5.05,2018
Napoli,Atalanta,2,2.13,3.58,3.28,2018
Inter,Roma,X,1.81,3.73,4.38,2018
Juventus,Fiorentina,1,1.45,4.2,7.83,2018
Bologna,Sampdoria,1,2.21,3.3,3.4,2018
Cagliari,Frosinone,1,1.91,3.42,4.31,2018
Empoli,Spal,2,2.23,3.23,3.4,2018
Genoa,Torino,2,2.92,2.98,2.67,2018
Lazio,Chievo,2,1.16,7.33,18.0,2018
Udinese,Sassuolo,X,2.29,3.2,3.32,2018
Parma,Milan,X,5.63,3.77,1.65,2018
Lazio,Udinese,1,1.32,5.15,9.67,2018
Atalanta,Empoli,X,1.33,5.15,10.0,2018
Frosinone,Inter,2,7.5,4.22,1.48,2018
Chievo,Napoli,2,9.67,5.2,1.32,2018
Fiorentina,Bologna,X,2.01,3.4,3.87,2018
Sampdoria,Genoa,1,2.31,3.13,3.33,2018
Sassuolo,Parma,X,1.68,3.6,5.62,2018
Torino,Cagliari,X,1.72,3.53,5.33,2018
Milan,Lazio,1,2.65,3.3,2.66,2018
Roma,Udinese,1,1.58,4.05,5.85,2018
Spal,Juventus,1,3.57,2.89,2.34,2018
Bologna,Chievo,1,1.42,4.2,8.5,2018
Napoli,Genoa,X,1.28,5.42,11.67,2018
Inter,Atalanta,X,2.09,3.48,3.52,2018
Lazio,Sassuolo,X,1.38,4.73,8.5,2018
Cagliari,Spal,1,2.16,3.05,3.9,2018
Udinese,Empoli,1,2.4,3.22,3.1,2018
Fiorentina,Frosinone,2,1.41,4.47,8.5,2018
Sampdoria,Roma,2,2.62,3.48,2.62,2018
Juventus,Milan,1,1.88,3.2,4.85,2018
Parma,Torino,X,4.9,3.58,1.77,2018
Atalanta,Bologna,1,1.37,4.85,8.33,2018
Sassuolo,Chievo,1,1.63,3.87,5.45,2018
Roma,Fiorentina,X,1.99,3.48,3.75,2018
Frosinone,Parma,1,2.0,3.25,4.17,2018
Genoa,Inter,2,4.34,3.42,1.9,2018
Spal,Lazio,1,5.77,3.88,1.6,2018
Torino,Sampdoria,1,2.12,3.23,3.72,2018
Empoli,Napoli,1,6.0,4.29,1.53,2018
Cagliari,Juventus,2,5.7,3.43,1.7,2018
Milan,Udinese,X,1.54,3.95,6.83,2018
Inter,Lazio,2,2.44,3.22,2.98,2018
Bologna,Sassuolo,1,2.12,3.27,3.7,2018
Roma,Napoli,2,3.4,3.45,2.15,2018
Fiorentina,Torino,X,2.18,3.27,3.5,2018
Frosinone,Spal,2,2.98,3.08,2.55,2018
Parma,Atalanta,2,6.02,4.21,1.55,2018
Sampdoria,Milan,1,3.1,3.13,2.43,2018
Juventus,Empoli,1,1.29,5.38,11.33,2018
Udinese,Genoa,1,2.62,3.03,2.92,2018
Chievo,Cagliari,2,2.53,3.02,3.05,2018
Milan,Inter,2,2.54,2.98,3.1,2018
Napoli,Udinese,1,1.2,6.58,15.0,2018
Atalanta,Chievo,X,1.21,6.53,14.67,2018
Empoli,Frosinone,1,1.76,3.57,4.87,2018
Lazio,Parma,1,1.26,5.83,11.5,2018
Genoa,Juventus,1,5.47,3.47,1.72,2018
Torino,Bologna,2,2.06,3.12,4.03,2018
Spal,Roma,1,3.82,3.35,2.05,2018
Sassuolo,Sampdoria,2,2.34,3.23,3.18,2018
Cagliari,Fiorentina,1,3.13,3.3,2.32,2018
Roma,Empoli,1,1.53,4.38,5.85,2018
Fiorentina,Lazio,X,2.95,3.37,2.38,2018
Sassuolo,Napoli,X,6.42,4.05,1.54,2018
Frosinone,Torino,2,4.1,3.05,2.09,2018
Inter,Spal,1,1.39,4.3,9.83,2018
Sampdoria,Atalanta,2,3.82,3.55,1.98,2018
Bologna,Cagliari,1,1.94,3.23,4.32,2018
Chievo,Milan,2,5.62,3.53,1.69,2018
Parma,Genoa,1,2.89,2.97,2.69,2018
Juventus,Udinese,1,1.41,4.38,8.83,2018
Napoli,Juventus,2,2.53,3.08,2.98,2018
Atalanta,Fiorentina,1,1.8,3.75,4.41,2018
Genoa,Frosinone,X,1.74,3.4,5.53,2018
Spal,Sampdoria,2,2.8,3.15,2.63,2018
Udinese,Bologna,1,2.75,2.89,2.92,2018
Torino,Chievo,1,1.55,3.77,6.92,2018
Lazio,Roma,1,2.31,3.42,3.08,2018
Milan,Sassuolo,1,1.58,3.9,6.27,2018
Empoli,Parma,X,1.99,3.45,3.87,2018
Cagliari,Inter,1,5.38,3.6,1.71,2018
Fiorentina,Inter,X,3.07,3.27,2.35,2018
Parma,Napoli,2,10.0,5.08,1.32,2018
Bologna,Juventus,2,7.0,3.75,1.55,2018
Chievo,Genoa,X,3.3,3.07,2.38,2018
Sassuolo,Spal,X,2.03,3.28,3.87,2018
Sampdoria,Cagliari,1,1.74,3.48,5.32,2018
Frosinone,Roma,2,7.5,4.77,1.41,2018
Torino,Atalanta,1,2.85,3.25,2.5,2018
Milan,Empoli,1,1.46,4.31,7.33,2018
Roma,Bologna,1,1.41,4.63,7.67,2018
Napoli,Torino,X,1.38,4.62,9.17,2018
Inter,Sampdoria,1,1.5,4.1,7.0,2018
Empoli,Sassuolo,1,2.58,3.32,2.75,2018
Genoa,Lazio,1,3.28,3.28,2.24,2018
Udinese,Chievo,1,1.94,3.22,4.41,2018
Spal,Fiorentina,2,3.77,3.23,2.11,2018
Atalanta,Milan,2,2.07,3.32,3.75,2018
Cagliari,Parma,1,1.97,3.32,4.0,2018
Juventus,Frosinone,1,1.11,9.33,23.0,2018
Milan,Cagliari,1,1.46,4.21,8.0,2018
Sassuolo,Juventus,2,6.75,4.17,1.52,2018
Atalanta,Spal,1,1.32,5.58,9.0,2018
Sampdoria,Frosinone,2,1.52,4.0,7.25,2018
Torino,Udinese,1,1.74,3.47,5.53,2018
Bologna,Genoa,X,2.37,3.1,3.32,2018
Parma,Inter,2,5.72,3.93,1.61,2018
Fiorentina,Napoli,X,4.07,3.53,1.92,2018
Chievo,Roma,2,5.92,4.34,1.53,2018
Lazio,Empoli,1,1.39,4.88,8.17,2018
Cagliari,Atalanta,2,5.42,4.31,1.58,2018
Frosinone,Lazio,2,8.83,4.97,1.36,2018
Roma,Milan,X,2.16,3.45,3.38,2018
Inter,Bologna,2,1.41,4.41,8.83,2018
Genoa,Sassuolo,X,2.37,3.28,3.05,2018
Udinese,Fiorentina,X,3.83,3.27,2.06,2018
Spal,Torino,X,3.37,2.94,2.43,2018
Juventus,Parma,X,1.18,6.92,17.0,2018
Napoli,Sampdoria,1,1.29,5.52,10.5,2018
Empoli,Chievo,X,1.86,3.58,4.34,2018
Empoli,Genoa,2,2.36,3.32,3.03,2018
Lazio,Juventus,2,4.0,3.28,2.01,2018
Torino,Inter,1,3.48,3.22,2.23,2018
Atalanta,Roma,X,2.0,3.92,3.42,2018
Bologna,Frosinone,2,1.66,3.53,5.93,2018
Parma,Spal,2,2.29,3.0,3.52,2018
Chievo,Fiorentina,2,4.97,3.45,1.78,2018
Milan,Napoli,X,3.52,3.22,2.21,2018
Sampdoria,Udinese,1,1.9,3.28,4.57,2018
Sassuolo,Cagliari,1,2.0,3.42,3.9,2018
Juventus,Chievo,1,1.09,9.5,29.67,2018
Genoa,Milan,2,3.15,3.12,2.42,2018
Napoli,Lazio,1,2.06,3.38,3.73,2018
Cagliari,Empoli,X,1.98,3.55,3.8,2018
Fiorentina,Sampdoria,X,1.78,3.67,4.55,2018
Spal,Bologna,X,2.46,2.98,3.27,2018
Frosinone,Atalanta,2,7.33,4.62,1.44,2018
Inter,Sassuolo,X,1.38,5.05,7.83,2018
Udinese,Parma,2,2.15,3.05,3.87,2018
Roma,Torino,1,1.61,4.02,5.57,2018
Milan,Spal,1,1.44,4.17,8.33,2018
Napoli,Bologna,1,1.25,5.93,12.5,2018
Chievo,Frosinone,1,1.98,3.12,4.53,2018
Empoli,Inter,2,6.67,4.62,1.45,2018
Genoa,Fiorentina,X,2.62,3.15,2.82,2018
Lazio,Torino,X,1.61,3.93,5.83,2018
Parma,Roma,2,5.45,4.13,1.6,2018
Sassuolo,Atalanta,2,3.15,3.43,2.26,2018
Udinese,Cagliari,1,2.49,3.0,3.17,2018
Juventus,Sampdoria,1,1.19,6.67,15.33,2018
Inter,Napoli,1,2.8,3.38,2.52,2018
Roma,Sassuolo,1,1.51,4.24,6.37,2018
Spal,Udinese,X,2.29,3.05,3.47,2018
Torino,Empoli,1,1.72,3.73,4.95,2018
Atalanta,Juventus,X,4.78,3.37,1.84,2018
Bologna,Lazio,2,5.13,3.65,1.73,2018
Cagliari,Genoa,1,2.29,3.33,3.18,2018
Fiorentina,Parma,2,1.45,4.28,7.5,2018
Sampdoria,Chievo,1,1.61,3.82,6.1,2018
Frosinone,Milan,X,6.42,3.65,1.62,2018
Juventus,Roma,1,1.36,4.88,9.17,2018
Chievo,Inter,X,8.5,4.57,1.38,2018
Parma,Bologna,X,2.5,3.08,3.05,2018
Milan,Fiorentina,2,2.2,3.22,3.5,2018
Empoli,Sampdoria,2,2.44,3.35,2.94,2018
Genoa,Atalanta,1,4.27,3.7,1.83,2018
Napoli,Spal,1,1.18,7.0,15.0,2018
Sassuolo,Torino,X,2.53,3.0,3.07,2018
Udinese,Frosinone,X,1.68,3.73,5.33,2018
Lazio,Cagliari,1,1.31,5.33,9.83,2018
Bologna,Milan,X,4.3,3.31,1.93,2018
Atalanta,Lazio,1,2.05,3.46,3.62,2018
Roma,Genoa,1,1.47,4.45,6.41,2018
Cagliari,Napoli,2,6.69,3.86,1.55,2018
Fiorentina,Empoli,1,1.84,3.56,4.39,2018
Frosinone,Sassuolo,2,3.58,3.24,2.15,2018
Sampdoria,Parma,1,1.9,3.36,4.43,2018
Spal,Chievo,X,2.06,3.2,3.9,2018
Torino,Juventus,2,6.81,3.7,1.58,2018
Inter,Udinese,1,1.32,5.3,9.75,2018
Milan,Torino,X,1.88,3.28,4.59,2018
Genoa,Spal,X,1.95,3.29,4.29,2018
Empoli,Bologna,1,2.06,3.41,3.7,2018
Parma,Chievo,X,2.13,3.2,3.69,2018
Udinese,Atalanta,2,4.28,3.51,1.87,2018
Sassuolo,Fiorentina,X,2.55,3.2,2.91,2018
Lazio,Sampdoria,X,1.42,4.76,7.19,2018
Cagliari,Roma,X,4.01,3.56,1.92,2018
Napoli,Frosinone,1,1.17,7.5,16.63,2018
Juventus,Inter,1,1.54,3.88,6.81,2018
Atalanta,Napoli,2,3.39,3.35,2.19,2018
Roma,Inter,X,2.68,3.43,2.61,2018
Chievo,Lazio,X,6.56,4.33,1.49,2018
Frosinone,Cagliari,X,3.16,3.16,2.39,2018
Sassuolo,Udinese,X,1.98,3.36,4.0,2018
Torino,Genoa,1,1.82,3.51,4.61,2018
Milan,Parma,1,1.54,3.99,6.44,2018
Sampdoria,Bologna,1,2.01,3.23,4.13,2018
Fiorentina,Juventus,2,5.65,3.73,1.65,2018
Spal,Empoli,X,2.39,3.2,3.1,2018
Cagliari,Torino,X,2.89,3.16,2.57,2018
Genoa,Sampdoria,X,2.7,3.14,2.75,2018
Lazio,Milan,X,1.73,3.74,4.84,2018
Bologna,Fiorentina,X,3.18,3.14,2.4,2018
Empoli,Atalanta,1,5.18,4.08,1.64,2018
Napoli,Chievo,X,1.13,8.25,19.63,2018
Parma,Sassuolo,1,3.26,3.4,2.23,2018
Inter,Frosinone,1,1.25,5.9,12.13,2018
Juventus,Spal,1,1.15,7.63,19.88,2018
Udinese,Roma,1,3.88,3.46,2.0,2018
Milan,Juventus,2,5.05,3.64,1.73,2018
Sassuolo,Lazio,X,3.8,3.5,1.99,2018
Roma,Sampdoria,1,1.42,4.78,7.13,2018
Chievo,Bologna,X,2.96,3.11,2.54,2018
Empoli,Udinese,1,2.04,3.36,3.78,2018
Atalanta,Inter,1,2.78,3.43,2.51,2018
Genoa,Napoli,2,7.63,4.75,1.4,2018
Spal,Cagliari,X,2.65,3.04,2.89,2018
Torino,Parma,2,1.48,4.14,7.38,2018
Frosinone,Fiorentina,X,5.09,3.59,1.73,2018
Udinese,Milan,2,4.44,3.39,1.88,2018
Bologna,Atalanta,2,5.13,3.84,1.68,2018
Chievo,Sassuolo,2,3.85,3.34,2.04,2018
Parma,Frosinone,X,2.04,3.39,3.72,2018
Sampdoria,Torino,2,2.8,3.2,2.63,2018
Lazio,Spal,1,1.34,5.11,9.0,2018
Juventus,Cagliari,1,1.16,7.31,17.13,2018
Fiorentina,Roma,X,2.68,3.41,2.62,2018
Inter,Genoa,1,1.38,4.74,8.69,2018
Napoli,Empoli,1,1.23,6.54,12.13,2018
Milan,Genoa,1,1.46,4.53,6.88,2018
Lazio,Inter,2,2.44,3.26,2.95,2018
Napoli,Roma,X,1.58,4.13,5.63,2018
Milan,Sampdoria,1,1.47,4.48,6.5,2018
Cagliari,Chievo,1,1.58,3.78,6.44,2018
Genoa,Udinese,X,2.07,3.34,3.7,2018
Spal,Frosinone,2,1.83,3.46,4.68,2018
Sassuolo,Bologna,X,1.8,3.48,4.79,2018
Torino,Fiorentina,X,2.4,3.2,3.09,2018
Empoli,Juventus,2,10.5,5.61,1.29,2018
Atalanta,Parma,1,1.31,5.6,9.19,2018
Sampdoria,Sassuolo,X,2.24,3.36,3.28,2018
Inter,Milan,1,2.5,3.21,2.95,2018
Fiorentina,Cagliari,X,1.6,3.86,5.88,2018
Bologna,Torino,X,3.26,3.03,2.41,2018
Chievo,Atalanta,2,5.69,3.98,1.61,2018
Parma,Lazio,2,5.76,4.18,1.56,2018
Frosinone,Empoli,X,3.18,3.3,2.3,2018
Udinese,Napoli,2,6.14,3.94,1.57,2018
Juventus,Genoa,X,1.15,7.75,18.25,2018
Roma,Spal,2,1.28,5.9,9.81,2018
Spal,Inter,2,6.81,3.88,1.54,2018
Napoli,Sassuolo,1,1.4,4.78,7.88,2018
Milan,Chievo,1,1.21,6.41,13.88,2018
Atalanta,Sampdoria,2,1.55,4.2,5.95,2018
